INDEX,TITLE,PLAY_SECONDS,PLAY_TIME,DURATION,LAST_TIME,URL
192,06-商品表的关系分析,1215,20m15s,44h1m32s,38h31m10s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=192
193,07-goods子应用,243,4m3s,44h5m35s,38h27m7s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=193
194,08-创建contents子应用和contents的相关模型,205,3m25s,44h9m0s,38h23m42s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=194
195,09-Fastdfs,1323,22m3s,44h31m3s,38h1m39s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=195
196,10-docker简介,933,15m33s,44h46m36s,37h46m6s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=196
197,11-镜像的操作指令,948,15m48s,45h2m24s,37h30m18s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=197
198,12-容器的操作,1689,28m9s,45h30m33s,37h2m9s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=198
199,13.6-总结,75,1m15s,45h31m48s,37h0m54s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=199
200,01.7-回顾,519,8m39s,45h40m27s,36h52m15s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=200
201,02-docker指令的回顾,920,15m20s,45h55m47s,36h36m55s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=201
202,03-运行tracker和storage容器,1436,23m56s,46h19m43s,36h12m59s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=202
203,04-图片上传的测试,1289,21m29s,46h41m12s,35h51m30s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=203
204,05-Fdfs的图片解压,458,7m38s,46h48m50s,35h43m52s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=204
205,06-导入sql文件数据,734,12m14s,47h1m4s,35h31m38s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=205
206,07-上午回顾,185,3m5s,47h4m9s,35h28m33s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=206
207,08-分类数据的查询分析,2437,40m37s,47h44m46s,34h47m56s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=207
208,09-首页的展示,1475,24m35s,48h9m21s,34h23m21s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=208
209,10-首页图片的展示--自定义文件存储类,1772,29m32s,48h38m53s,33h53m49s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=209
210,11-列表页面的需求分析,1380,23m0s,49h1m53s,33h30m49s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=210
211,12-列表数据的获取,1271,21m11s,49h23m4s,33h9m38s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=211
212,13.7-总结,248,4m8s,49h27m12s,33h5m30s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=212
213,01-反馈和回顾,818,13m38s,49h40m50s,32h51m52s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=213
214,02-列表页面热销数据的分析,336,5m36s,49h46m26s,32h46m16s,https://www.bilibili.com/video/BV1nf4y1k7G3/?p=214
